# Dates, Infections, Hospitalizations, Deaths, Mean_rt
2021-02-15,1647001.608740569,513914.0,9174.790474816133,0.8722957795141425
2021-02-16,1597301.0740235231,509249.0,9229.07707842791,0.8675159711860275
2021-02-17,1547537.3552415764,503987.0,9273.500960197609,0.8628620193026555
2021-02-18,1497854.0954406585,498147.0,9307.816731178955,0.8583371584925497
2021-02-19,1448383.669430823,491756.0,9331.833839820689,0.8539441231799585
2021-02-20,1399249.7618830523,484841.0,9345.415610903823,0.849685165398683
2021-02-21,1350568.3397993664,477433.0,9348.477804359562,0.8455620824173471
2021-02-22,1302448.1568458406,469562.0,9340.977454836615,0.8415762271529594
2021-02-23,1254989.318855994,461263.0,9322.907493099654,0.8377285145048129
2021-02-24,1208282.2268627766,452569.0,9294.31546852309,0.834019431778229
2021-02-25,1162407.7237589462,443517.0,9255.301923542502,0.8304490574933573
2021-02-26,1117437.61073442,434129.0,9206.0159040716,0.8270170867350748
2021-02-27,1073435.1705665323,424442.0,9146.649449025303,0.8237228558931419
2021-02-28,1030455.3470316082,414495.0,9077.423883625543,0.8205653658195182
2021-03-01,988544.7999369979,404324.0,8998.60688885942,0.8175433049852899
2021-03-02,947742.164851715,393965.0,8910.510274727392,0.8146550741751046
2021-03-03,908078.491552963,383451.0,8813.48392654048,0.8118988129548116
2021-03-04,869577.7659850181,372818.0,8707.90894692429,0.8092724264127852
2021-03-05,832257.3963373018,362098.0,8594.169232171003,0.8067736111076322
2021-03-06,796128.6455450135,351325.0,8472.683280695188,0.8043998800449521
2021-03-07,761197.0677466984,340532.0,8343.8994354454,0.8021485868840842
2021-03-08,727462.9744302352,329748.0,8208.289759502732,0.800016949488931
2021-03-09,694921.9208842266,319002.0,8066.342944226408,0.7980020725533529
2021-03-10,663565.1842919078,308320.0,7918.557935023809,0.796100968961939
2021-03-11,633380.2146262934,297729.0,7765.443751237679,0.7943105797561686
2021-03-12,604351.0608491679,287251.0,7607.518144249303,0.7926277927854835
2021-03-13,576458.7796151702,276910.0,7445.304064063144,0.7910494601860922
2021-03-14,549681.8285958107,266724.0,7279.325890135396,0.7895724147249455
2021-03-15,523996.44014178164,256711.0,7110.104552382101,0.7881934849263779
2021-03-16,499376.9697913412,246887.0,6938.154829218236,0.7869095088827507
2021-03-17,475796.2179244476,237267.0,6763.983152903333,0.7857173467256943
2021-03-18,453225.7259131281,227864.0,6588.085284927014,0.7846138918198762
2021-03-19,431636.0485947253,218686.0,6410.943845601118,0.7835960807669843
2021-03-20,410997.00381674914,209745.0,6233.025206432247,0.7826609022811555
2021-03-21,391277.898965889,201046.0,6054.777483944687,0.7818054049695847
2021-03-22,372447.7347093483,192596.0,5876.628970661671,0.7810267040546648
2021-03-23,354475.3869486082,184398.0,5698.98679394035,0.780321987098484
2021-03-24,337329.7684464304,176457.0,5522.236313071287,0.7796885188097736
2021-03-25,320979.97156226187,168773.0,5346.740568588613,0.7791236450134575
2021-03-26,305395.39330210845,161347.0,5172.838778579591,0.7786247958514858
2021-03-27,290545.8437905088,154179.0,5000.845858472005,0.7781894882749996
2021-03-28,276401.6393408409,147268.0,4831.05224247003,0.777815327887933
2021-03-29,262933.6813924307,140610.0,4663.723983561738,0.7775000102059931
2021-03-30,250113.5225883195,134203.0,4499.1035556465,0.7772413213954679
2021-03-31,237913.42118755268,128044.0,4337.409381396654,0.777037138551685
2021-04-01,226306.38491043946,122127.0,4178.836229766522,0.7768854295705103
2021-04-02,215266.20524939703,116449.0,4023.555805175757,0.776784252661575
2021-04-03,204767.4832353222,111003.0,3871.717511615769,0.776731755549524
2021-04-04,194785.6476033803,105784.0,3723.4505728751287,0.7767261744076078
2021-04-05,185296.96623897477,100787.0,3578.863499401231,0.7767658325648572
2021-04-06,176278.5517116415,96004.0,3438.0450228733007,0.7768491390239899
2021-04-07,167708.3616347724,91430.0,3301.065137984144,0.7769745868231811
2021-04-08,159565.19452780214,87058.0,3167.9762605231413,0.7771407512715842
2021-04-09,151828.68180191115,82882.0,3038.8144325740436,0.777346288085911
2021-04-10,144479.27643584777,78894.0,2913.6002927941727,0.7775899314528656
2021-04-11,137498.23885410227,75088.0,2792.340074023615,0.7778704920395589
2021-04-12,130867.62046737906,71457.0,2675.0266820917113,0.7781868549713281
2021-04-13,124570.24528717156,67996.0,2561.6407779646324,0.7785379777939436
2021-04-14,118589.68998257622,64696.0,2452.151886675187,0.7789228884351036
2021-04-15,112910.26270738879,61553.0,2346.5194354511405,0.7793406831782648
2021-04-16,107516.98098814092,58559.0,2244.6937434054576,0.7797905246597588
2021-04-17,102395.54892934804,55708.0,2146.616983582442,0.7802716399006322
2021-04-18,97532.33395974983,52994.0,2052.224116874349,0.780783318378091
2021-04-19,92914.34331546992,50412.0,1961.4437952579362,0.7813249101458682
2021-04-20,88529.20042962502,47955.0,1874.1992171521063,0.7818958240082031
2021-04-21,84365.12137471742,45618.0,1790.4089291404055,0.7824955257519985
2021-04-22,80410.89148302749,43396.0,1709.9875780943912,0.7831235364407175
2021-04-23,76655.84225114793,41283.0,1632.84661570377,0.7837794307721613
2021-04-24,73089.82861794981,39275.0,1558.8949568771784,0.7844628355021697
2021-04-25,69703.20669014951,37366.0,1488.0395900033961,0.7851734279353902
2021-04-26,66486.81197625183,35552.0,1420.1861377741257,0.7859109344834325
2021-04-27,63431.93817785275,33829.0,1355.2393697011078,0.786675129290366
2021-04-28,60530.316576815574,32191.0,1293.1036684095902,0.7874658329247796
2021-04-29,57774.09604770293,30636.0,1233.6834519851764,0.7882829111373435
2021-04-30,55155.82371684387,29158.0,1176.883554088929,0.7891262736824398
2021-05-01,52668.42628245138,27755.0,1122.6095633367568,0.789995873202027
2021-05-02,50305.19200419233,26422.0,1070.7681238336988,0.7908917041696288
2021-05-03,48059.753365424316,25156.0,1021.2671991159211,0.7918138018920388
